32, 5, Average, 4, 0, insert insert insert, replace, insert, replace, insert, 
32, 9, Average, 4, 4, insert insert insert insert insert, insert, delete delete delete delete, insert insert replace, delete, insert replace, replace replace, insert insert, delete replace replace replace, 
32, 7, Average, 4, 10, insert, delete replace, replace, insert, replace replace, insert replace replace, replace, 
32, 6, Average, 3, 11, insert insert insert insert insert, delete delete, insert, delete delete delete replace, insert, delete replace, 
32, 7, Average, 4, 12, insert insert insert insert insert insert insert insert insert, replace, replace replace replace, replace replace replace replace replace, delete delete delete delete, replace, insert insert, 
32, 17, Average, 4, 13, insert, replace, insert replace, replace, replace replace, replace, insert replace, replace, replace replace, insert replace replace, replace, replace replace replace replace, replace replace, replace, replace replace replace, replace replace replace replace, replace, 
32, 4, Average, 4, 14, insert insert insert insert insert, insert, replace replace replace replace, replace, 
32, 11, Average, 4, 21, insert, replace, insert replace, replace, insert replace, insert insert, delete delete replace replace replace, delete, insert, replace replace replace, replace, 
32, 8, Average, 4, 29, insert, replace, insert replace, replace, insert, replace, replace replace replace, insert insert insert replace replace replace, 
32, 4, Average, 4, 30, insert insert insert, insert, insert insert, replace, 
32, 14, Average, 4, 32, insert, replace, insert, replace, replace replace, replace, replace replace, insert, replace, replace replace, delete, insert replace replace, replace replace, insert, 
32, 9, Average, 4, 36, insert, replace, insert replace, replace, replace replace, replace, replace replace, replace, insert replace, 
32, 4, Average, 4, 42, insert, replace, insert replace, replace, 
32, 5, Average, 4, 43, insert insert insert insert insert, delete, insert replace, delete replace replace, replace, 
32, 4, Average, 4, 44, insert insert insert insert insert insert insert insert insert, delete delete delete delete, replace, insert insert replace, 
32, 4, Average, 4, 45, insert insert insert insert insert, insert, delete delete replace, replace, 
32, 7, Average, 4, 46, insert, replace, insert replace, insert, delete replace replace replace, replace, insert, 
32, 19, Average, 2, 48, insert insert insert insert insert insert insert, replace replace replace, replace, delete delete replace, insert insert, delete delete, replace, insert, replace, delete, replace, insert, replace, insert, replace, delete replace, insert replace, replace replace, replace, 
32, 6, Average, 4, 50, insert, delete replace, replace, insert replace, delete delete replace, insert, 
32, 7, Average, 4, 62, insert insert insert, insert, replace replace, delete replace replace, replace replace, insert replace replace, insert replace replace replace, 
32, 7, Average, 4, 66, insert insert insert insert insert insert insert insert insert, delete replace replace replace replace, replace, replace replace, replace, replace replace replace replace, replace, 
32, 7, Average, 4, 67, insert insert insert, replace, replace replace, insert, replace replace replace, replace, replace replace replace, 
32, 2, Average, 2, 68, insert insert insert insert insert, insert, 
32, 5, Average, 4, 69, insert insert insert, replace, insert, replace replace, replace, 
32, 6, Average, 4, 70, insert insert insert insert insert, delete delete replace, insert insert, delete insert, replace replace, insert, 
32, 7, Average, 4, 74, insert, replace, insert, replace, insert replace, replace replace, delete replace, 
32, 2, Average, 4, 79, insert insert insert insert insert insert insert, delete, 
32, 34, Average, 3, 84, insert, replace, delete delete delete delete, insert, delete replace replace, replace, insert replace, replace, insert insert insert, replace, delete delete delete delete delete, insert, replace, delete delete delete delete replace, insert, replace, insert, replace, replace replace replace, replace, insert, delete, replace, replace replace, delete, insert, replace, delete, replace, delete, insert replace, delete, insert, replace, 
32, 7, Average, 4, 87, insert, replace, insert, replace replace, delete delete replace, insert replace, insert, 
32, 9, Average, 4, 90, insert, replace, insert replace, replace, replace replace, replace, replace replace, insert replace replace, insert, 
IU, 2, Average, 1, 96, insert, replace, 
IU, 3, Average, 3, 97, insert insert insert, replace replace, insert, 
IU, 1, Average, 4, 98, insert insert insert insert insert, 
IU, 4, Average, 3, 105, insert insert insert insert insert insert insert insert insert, delete delete, replace replace replace, delete replace, 
IU, 6, Average, 4, 111, insert insert insert insert insert insert insert insert insert, replace, replace replace replace, delete delete replace, insert, delete, 
IU, 3, Average, 4, 125, insert, replace, insert insert insert insert replace, 
IU, 3, Average, 4, 126, insert insert insert, replace replace, insert, 
IU, 4, Average, 3, 127, insert, replace, insert replace, insert, 
IU, 5, Average, 4, 135, insert, replace, insert insert, replace replace, insert replace, 
IU, 2, Average, 4, 141, insert insert insert insert insert, insert, 
IU, 4, Average, 4, 147, insert, replace, insert, replace, 
IU, 4, Average, 4, 149, insert insert insert insert insert, insert insert replace, replace, delete replace replace replace replace, 
IU, 9, Average, 4, 150, insert insert insert insert insert insert insert insert insert, delete delete, insert, insert replace replace, insert replace replace replace, delete replace replace replace, insert replace replace replace, delete replace replace replace, insert replace replace replace, 
IU, 2, Average, 4, 153, insert insert insert insert insert insert insert insert insert, replace replace replace replace, 
IU, 12, Average, 4, 161, insert, replace, insert replace, replace, replace replace, replace, replace replace, replace, replace replace, insert, replace replace replace, replace replace, 
IU, 7, Average, 4, 165, insert, replace, replace replace, insert replace replace, replace replace replace, replace replace, insert insert, 
IU, 9, Average, 4, 166, insert insert insert, replace, insert replace, delete replace, replace, replace replace, insert replace replace, replace, insert replace replace, 
IU, 2, Average, 3, 171, insert insert insert insert insert, delete, 
IU, 1, Average, 1, 174, insert insert insert insert insert, 
IU, 3, Average, 4, 181, insert insert insert insert insert insert insert insert insert, delete delete, insert insert insert insert insert insert, 
IU, 6, Average, 4, 182, insert, replace, insert insert, insert, delete delete delete replace, replace replace, 
IU, 7, Average, 4, 184, insert insert insert, replace, replace replace, insert replace replace, replace, replace replace replace, insert replace replace replace, 
IU, 6, Average, 4, 185, insert, replace, insert insert insert insert replace, delete delete delete, replace, replace replace, 
IU, 2, Average, 4, 194, insert, replace replace, 
32, 34, Median, 4, 1, insert, replace, insert replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, insert replace replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, replace replace replace, replace, replace replace replace, replace, replace replace, replace, replace replace, replace, replace replace replace, replace, replace replace replace, replace, insert, replace, 
32, 9, Median, 4, 3, insert, replace, insert, replace, delete, replace, insert insert insert insert insert, replace, replace replace replace replace, 
32, 18, Median, 2, 5, insert, delete delete, replace, replace replace, replace, insert replace replace, replace, replace replace, insert replace replace, delete replace replace, replace, replace replace, replace, replace replace replace, insert, replace, replace replace replace, replace, 
32, 8, Median, 2, 7, insert insert insert insert insert, insert, delete delete replace replace, replace replace, insert, delete delete replace replace, insert, replace, 
32, 4, Median, 4, 8, insert insert insert, insert, replace, insert replace, 
32, 22, Median, 4, 9, insert, replace, insert insert, insert, replace replace replace, insert replace replace replace replace, replace, delete replace, insert replace replace, replace replace replace, delete insert, replace replace replace replace, delete replace replace replace, replace replace replace, insert insert, delete delete replace replace replace, replace replace, insert, replace, delete delete delete replace, insert insert, replace replace, 
32, 138, Median, 2, 15, insert, delete, insert insert, insert, replace, delete delete delete delete delete, insert, insert insert, delete, insert, delete delete delete delete delete delete replace, replace, insert, delete delete delete delete, insert, delete delete delete delete replace, insert, delete delete delete delete delete delete delete replace, insert, replace, insert, delete delete delete delete delete replace, insert, insert insert, delete, insert insert, insert, delete delete delete delete delete delete delete delete delete delete delete replace, delete, insert, delete delete delete delete replace, delete, insert, delete replace, insert, delete delete replace, replace, insert, replace, delete replace replace, insert, replace, insert, replace, delete, insert, replace, insert, replace, delete delete delete, insert, replace, insert, replace, insert, replace, delete, replace, replace replace, replace, insert, replace, insert, replace, delete delete delete delete replace replace, insert insert, delete, insert, replace, insert insert, replace, insert, delete delete delete delete delete replace, insert insert, replace, delete delete replace, insert insert, replace replace, insert insert, insert insert insert, delete delete delete delete delete delete replace, replace, delete delete, insert, replace, insert replace, replace, replace replace, replace, insert, replace, delete delete delete delete replace, insert, delete, insert, replace, delete delete, replace, insert, delete delete replace replace, insert insert, replace, replace replace, insert, replace, delete delete delete replace replace, insert, replace, insert, replace, delete delete replace, delete, insert replace, insert, replace, delete delete delete replace replace, insert insert, insert, replace, delete replace, replace, insert, replace, replace replace, replace, replace replace, replace, insert, replace, delete delete replace, replace, replace replace replace replace, replace, replace replace, replace, replace replace, replace replace replace, replace, 
32, 18, Median, 2, 16, insert, replace, insert replace, replace, insert, delete replace, insert, replace, delete, replace, delete, replace replace, insert, replace, delete replace, insert replace, replace, insert, 
32, 25, Median, 4, 18, insert, replace, insert replace, replace, replace replace, replace, delete replace, insert replace, replace, insert, replace, insert replace, replace, delete replace replace, replace, delete, replace, insert, replace, replace replace, replace, insert replace, replace, replace replace, insert replace replace, 
32, 52, Median, 4, 19, insert, replace, insert replace, replace, insert replace, replace, replace replace, replace, delete replace, replace, replace replace, replace, insert, replace, delete delete, replace, insert, replace, insert replace, replace, delete replace, replace, insert, replace, insert, delete delete, replace, insert, replace, insert, replace, delete, replace, insert, replace, insert replace, replace, replace replace, replace, replace replace, replace, delete delete delete delete, replace, insert replace, replace, replace replace, replace, insert insert insert replace replace, replace, delete delete delete, insert replace, replace, 
32, 8, Median, 2, 20, insert, replace, insert, replace, insert, delete delete delete replace, insert, delete delete replace replace replace, 
32, 17, Median, 4, 22, insert, replace, insert replace, replace, insert replace, replace replace, delete delete replace, insert, delete delete delete delete replace, insert, replace, delete delete delete replace, replace, insert, delete delete delete delete replace replace, replace, replace replace replace, 
32, 4, Median, 2, 23, insert, replace, insert replace, delete replace replace, 
32, 10, Median, 4, 28, insert insert insert, replace replace, replace, delete replace, insert replace, replace, insert, delete delete delete replace, replace replace, insert replace replace, 
32, 3, Median, 4, 33, insert insert insert insert insert, replace, insert, 
32, 6, Median, 4, 35, insert, replace, delete replace, insert, replace replace, replace, 
32, 14, Median, 4, 37, insert insert insert insert insert, replace, replace replace replace, insert replace, replace, delete, insert, replace, insert, delete delete replace, replace replace, replace, insert insert insert insert, insert, 
32, 21, Median, 4, 39, insert insert insert insert insert insert insert insert insert, delete, insert replace, insert replace replace, replace, delete delete, replace, insert, replace, delete, insert, delete delete replace, insert, replace, insert replace replace replace replace, insert, insert insert, delete delete delete delete delete delete replace, insert insert, delete replace replace, insert insert, 
32, 5, Median, 4, 40, insert, replace, insert, delete replace, insert, 
32, 9, Median, 3, 51, insert insert insert insert insert insert insert, replace, replace replace, replace, replace replace, replace, replace replace replace, replace replace, replace, 
32, 9, Median, 4, 52, insert insert insert insert insert insert insert, replace, replace replace, replace, replace replace, replace replace replace, replace, insert insert insert replace replace replace, delete, 
32, 11, Median, 4, 53, insert insert insert insert insert insert insert insert insert, insert, delete delete delete delete delete delete delete delete, replace, insert replace, delete replace, insert, replace, insert replace replace, replace, replace replace, 
32, 2, Median, 4, 54, insert insert insert insert insert, replace, 
32, 58, Median, 4, 55, insert insert insert insert insert, replace, insert, replace, delete replace replace, replace, replace replace, replace replace replace, replace, replace replace, replace, replace replace, replace, insert replace, replace, delete replace, insert, replace, replace replace, replace, replace replace, replace, replace replace, replace, insert, replace, replace replace replace, replace, delete, delete delete, insert, replace, delete replace replace, replace, insert insert, replace, delete delete replace replace, replace, insert, replace, insert, delete delete replace, insert, replace, insert, replace, replace replace, replace, delete delete delete, insert, insert replace, insert, insert insert, delete, insert insert, replace, delete, replace replace replace replace replace, 
32, 5, Median, 4, 56, insert insert insert insert insert insert insert insert insert, replace, insert replace, delete replace replace replace, insert, 
32, 20, Median, 4, 57, insert, replace, insert, insert replace, replace replace, replace replace replace, replace, replace replace replace, replace, delete replace replace, replace, insert insert, insert, delete replace, delete delete replace replace replace, insert insert insert insert insert insert replace replace, delete delete, replace replace, delete delete delete replace replace replace, replace, 
32, 27, Median, 2, 58, insert, replace, insert replace, replace, insert insert replace, insert insert insert insert insert insert insert insert replace replace replace, delete delete delete delete delete delete delete delete delete replace replace, replace, delete replace, replace, insert, replace, insert replace, replace, delete replace replace, replace, delete delete, insert insert, insert insert insert, delete delete replace, replace, delete delete delete replace, insert, replace, insert, replace, insert, 
32, 217, Median, 4, 59, insert, replace, insert replace, replace, insert insert insert replace, delete delete delete replace replace, replace replace, insert insert replace, insert, replace replace replace replace replace, delete insert insert insert insert, delete delete delete delete delete delete delete replace, replace, insert insert insert insert replace, replace replace replace replace replace, insert, delete delete delete delete replace, replace, insert replace replace, replace replace, replace, replace replace, delete replace, insert replace, delete replace, replace, insert replace replace, replace replace, insert replace replace, replace, delete, insert insert, insert, delete delete delete delete delete, replace, replace replace, replace, replace replace, replace, delete insert insert, replace, insert insert, replace, delete delete replace replace replace, delete delete replace, replace replace, insert, replace, insert, replace, delete delete replace, insert, delete delete delete delete delete, insert, replace, delete replace, replace, insert, delete delete delete delete delete, insert, replace, delete delete delete, insert, delete delete delete replace, insert, replace replace replace, delete replace replace replace, replace, replace replace replace, insert replace, replace replace, replace, insert insert replace replace replace, replace replace replace replace replace replace, delete delete delete replace replace, replace, insert, delete replace, insert, insert insert, delete replace replace replace replace, insert, replace, delete delete replace replace replace, replace, delete replace, insert, replace, replace replace replace, replace, replace replace, replace, replace replace replace, replace, replace replace, replace, replace replace, replace, delete replace, replace, insert, replace replace, replace, replace replace, replace, delete delete, replace, replace replace, insert insert, replace, replace replace, replace, delete delete, insert insert, replace replace, replace, replace replace replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, insert insert insert replace replace replace replace, insert, insert insert insert insert, delete delete delete delete delete delete delete delete delete delete replace replace, insert, replace, insert replace, replace, replace replace, replace, replace replace, replace, replace replace, replace, delete, insert, replace, insert insert, replace, insert, replace replace replace replace, replace, delete replace replace, delete, replace, delete replace, insert, delete replace, insert replace, replace, replace replace, replace, insert insert, replace, replace replace, replace, replace replace, insert, replace, insert, delete, insert, delete delete replace replace replace replace replace replace, delete delete delete replace replace, insert, replace replace, replace, delete replace replace, insert, replace, insert insert, delete delete delete delete delete delete replace replace, replace, insert replace, delete, replace, insert insert, replace, insert replace, insert, insert insert replace replace replace, delete delete delete delete, replace, insert insert replace replace replace, replace, replace replace, replace, replace replace, replace, delete delete delete replace, insert, replace replace, insert insert replace replace replace replace, replace replace replace replace replace replace, replace, replace replace replace, replace, delete replace replace replace replace, insert, delete replace replace replace replace replace, replace, insert replace replace replace replace, delete delete replace replace replace replace, replace replace, replace, replace replace replace replace, replace, delete replace, replace, 
32, 5, Median, 4, 61, insert insert insert, insert, delete replace replace, replace, insert, 
32, 11, Median, 3, 65, insert, replace, insert replace, insert, insert insert, insert, delete delete delete delete delete replace, insert insert, replace replace replace, insert, replace replace replace, 
32, 9, Median, 4, 69, insert insert insert insert insert insert insert insert insert insert insert insert insert insert insert insert insert, delete delete delete delete delete delete delete delete replace, replace, insert insert replace, delete delete replace, insert insert, replace replace replace, insert, replace replace replace replace, 
32, 94, Median, 3, 71, insert, replace, insert, replace, replace replace, delete, insert, replace, insert, replace, delete replace replace, replace, replace replace, replace, replace replace, replace, insert replace, delete, replace, insert replace, replace, replace replace replace, replace, replace replace, delete replace replace, insert, replace, delete, insert, replace, delete replace replace, replace replace, insert, replace, delete delete, insert, replace, insert, delete delete delete delete replace replace, replace, insert, replace, delete, insert, replace, delete replace, insert, replace, insert, delete replace, replace, delete replace, insert, replace, insert replace, replace, delete, insert, replace, delete, insert, replace, delete replace, delete, insert, replace, delete replace, delete, replace, replace replace, insert, replace, delete replace, replace, replace replace replace, replace, insert, replace, delete replace replace, insert, insert insert insert, delete delete delete, insert, replace, delete replace, insert, replace, delete delete delete, insert, replace, delete delete replace replace replace, replace, insert, replace, 
32, 12, Median, 4, 72, insert, delete delete delete replace, insert, replace, insert replace, delete delete delete replace, insert, insert insert insert, delete insert, insert, delete delete delete delete delete replace, insert, 
32, 29, Median, 4, 73, insert insert insert insert insert, replace, replace replace, replace, delete delete replace, insert insert, delete replace, replace, delete replace, insert, replace, insert replace, delete replace, replace, replace replace, insert, replace, delete, insert, replace, replace replace replace, replace, replace replace, replace, insert insert replace replace, replace, delete delete replace replace, replace, insert, 
32, 7, Median, 4, 75, insert insert insert insert insert insert insert insert insert, delete delete replace, replace, replace replace replace, replace replace, insert, replace replace, 
32, 8, Median, 2, 76, insert, replace, insert replace, replace, insert replace, replace replace, delete, replace replace, 
32, 18, Median, 4, 77, insert insert insert insert insert insert insert insert insert, replace, replace replace, delete delete delete replace, insert, replace, insert replace replace, replace, insert, delete delete delete delete, replace, insert, replace, insert replace replace, replace, insert, replace, insert, 
32, 24, Median, 4, 80, insert, replace, insert replace, insert, insert insert, delete delete replace replace, delete replace, insert, delete delete, replace replace, insert, delete delete delete replace, insert, insert insert, delete delete delete replace replace replace, delete delete, insert, insert insert, delete delete delete, delete delete, insert, delete delete delete, replace replace, insert, 
32, 6, Median, 4, 81, insert, insert insert insert, delete delete replace, insert insert insert insert insert insert replace, delete replace replace replace replace replace replace replace, delete delete delete delete replace replace, 
32, 2, Median, 1, 83, insert insert insert insert insert insert insert insert insert, delete, 
32, 16, Median, 4, 85, insert insert insert insert insert insert insert insert insert, delete, insert, replace, insert replace, delete, replace, insert replace, replace, insert replace, insert, delete delete delete delete replace, replace, replace replace replace, delete, insert insert replace replace, 
32, 13, Median, 4, 86, insert, replace, insert, replace, insert replace, replace, delete, delete replace, insert, insert replace replace replace, insert, delete, replace, 
IU, 2, Median, 1, 94, insert, replace, 
IU, 1, Median, 4, 95, insert insert insert insert insert insert insert insert insert, 
IU, 4, Median, 3, 99, insert insert insert insert insert insert insert insert insert, replace, replace replace replace, replace, 
IU, 3, Median, 4, 106, insert insert insert insert insert insert insert insert insert, delete insert, insert, 
IU, 2, Median, 1, 108, insert, replace, 
IU, 2, Median, 1, 109, insert insert insert insert insert insert insert insert insert insert, replace replace replace replace replace, 
IU, 9, Median, 2, 110, insert insert insert, replace, insert replace, replace, replace replace, replace, delete replace, insert, replace, 
IU, 9, Median, 4, 114, insert insert insert, insert, delete replace replace replace, delete replace replace, insert insert replace replace, delete delete, replace replace, replace replace replace, replace replace, 
