SumParityInt, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
Induced, 0,
SumParityBool, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Induced, 0,
Induced, 0,
Median, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
Average, 0,
Induced, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
Induced, 0,
Median, 2,
SumBetween, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Induced, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
SumParityInt, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
Median, 0,
Induced, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
Average, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
Average, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
Median, 0,
Average, 0,
SumBetween, 1,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumParityInt, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
Average, 0,
SumParityInt, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumParityInt, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumParityBool, 0,
Average, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 1,
SumParityInt, 0,
SumBetween, 0,
Average, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
SumBetween, 0,
Average, 0,
SumParityBool, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Average, 0,
Induced, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
Average, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
SumParityBool, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumParityBool, 1,
Induced, 0,
SumBetween, 0,
Median, 1,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
Median, 0,
SumParityInt, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumParityBool, 0,
SumBetween, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
SumParityInt, 0,
SumParityInt, 1,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 1,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
SumBetween, 0,
SumParityBool, 0,
SumParityBool, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
SumParityInt, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
Average, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
SumParityInt, 0,
Median, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Induced, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
Induced, 0,
SumParityInt, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
SumParityBool, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 1,
Median, 0,
Induced, 0,
Induced, 0,
SumParityBool, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
SumParityInt, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
Average, 0,
SumParityInt, 0,
SumParityBool, 0,
Induced, 0,
Average, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 1,
Average, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 1,
EvenlyDividesIntoFirst, 0,
Average, 1,
Induced, 0,
SumParityBool, 0,
SumParityBool, 0,
Induced, 0,
Average, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
SumParityInt, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
SumParityInt, 0,
EvenlyDividesIntoFirst, 0,
Average, 0,
SumParityBool, 0,
EvenlyDividesIntoFirst, 0,
SumParityBool, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
SumParityInt, 0,
SumParityInt, 0,
Average, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
SumParityInt, 0,
Induced, 0,
EvenlyDividesIntoFirst, 0,
Median, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
Average, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
SumParityInt, 0,
Induced, 0,
Average, 0,
SumBetween, 0,
SumParityInt, 0,
FirstIntoSecondDivisible, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
SumBetween, 0,
SumParityInt, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Median, 0,
Induced, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
SumParityInt, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Median, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
SumParityBool, 0,
Average, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
Average, 0,
SumParityInt, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
Average, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Average, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
SumBetween, 0,
Induced, 0,
Average, 0,
FirstIntoSecondDivisible, 0,
SumParityInt, 0,
Induced, 0,
Median, 0,
SumParityBool, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
Average, 0,
SumParityInt, 0,
Median, 0,
Induced, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
SumBetween, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
SumParityInt, 0,
Median, 1,
Induced, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
SecondIntoFirstDivisible, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Average, 0,
SumBetween, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
Induced, 0,
Average, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Average, 0,
Median, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
Average, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Median, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
SumParityBool, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
Induced, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumParityInt, 0,
SumBetween, 0,
Average, 0,
Induced, 0,
Median, 0,
FirstIntoSecondDivisible, 0,
SumParityBool, 0,
SumBetween, 0,
SumBetween, 0,
SumParityInt, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
Median, 1,
Induced, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
SumParityInt, 0,
SumParityBool, 0,
Median, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
SumParityInt, 0,
Average, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
Average, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Average, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
SumParityInt, 0,
Average, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumParityBool, 0,
Average, 0,
SumParityBool, 0,
SumBetween, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Average, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Median, 0,
SumParityBool, 0,
SumBetween, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumParityBool, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
SumParityBool, 0,
Median, 1,
Induced, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
SumParityBool, 0,
SumParityInt, 0,
Median, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
Induced, 0,
SumParityInt, 0,
Median, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
SumParityInt, 0,
Median, 2,
Induced, 0,
SumParityInt, 0,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
Average, 0,
SumBetween, 0,
Induced, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
Median, 1,
SumParityBool, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
Induced, 0,
SumBetween, 0,
SumParityInt, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
SumBetween, 0,
Average, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumParityInt, 0,
FirstIntoSecondDivisible, 0,
SumBetween, 0,
Induced, 0,
Average, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
SumParityInt, 0,
SumBetween, 0,
SumParityBool, 0,
Average, 1,
FirstIntoSecondDivisible, 0,
Average, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
Induced, 0,
SumParityInt, 0,
SumBetween, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
Median, 1,
Induced, 0,
SumParityBool, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Induced, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Average, 0,
SecondIntoFirstDivisible, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
Median, 0,
FirstIntoSecondDivisible, 0,
SumParityBool, 0,
Median, 0,
SecondIntoFirstDivisible, 0,
SumBetween, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
Median, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
SumParityBool, 0,
SumParityInt, 0,
Induced, 0,
FirstIntoSecondDivisible, 0,
Average, 0,
SumBetween, 0,
Median, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
Median, 0,
SumParityInt, 0,
SecondIntoFirstDivisible, 0,
Induced, 0,
SumBetween, 0,
SumBetween, 0,
SecondIntoFirstDivisible, 0,
Median, 0,
SumBetween, 0,
Induced, 0,
SumParityBool, 0,
Average, 0,
SecondIntoFirstDivisible, 0,
SumParityBool, 0,
Induced, 0,
SumBetween, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
SumParityInt, 0,
Median, 1,
SumBetween, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
Median, 0,
Induced, 0,
SumParityBool, 0,
SumBetween, 0,
SumParityBool, 0,
Induced, 0,
SecondIntoFirstDivisible, 0,
Average, 0,
SumParityInt, 0,
Average, 0,
SumBetween, 0,
FirstIntoSecondDivisible, 0,
Induced, 0,
SumParityInt, 0,
Induced, 0,
SumBetween, 0,
